#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Pubmed ID	Organism Interactor A	Organism Interactor B	Throughput	Score	Modification	Phenotypes	Qualifications	Tags	Source Database
316410	7186	9020	113038	114487	-	-	TRAF2	MAP3K14	MGC:45012|TRAP|TRAP3	FTDCR1B|HS|HSNIK|NIK	Affinity Capture-Western	physical	Malinin NL (1997)	9020361	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316414	329	7186	106826	113038	-	-	BIRC2	TRAF2	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Li X (2002)	11907583	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316415	330	7186	106827	113038	-	-	BIRC3	TRAF2	AIP1|API2|CIAP2|HAIP1|HIAP1|MALT2|MIHC|RNF49|c-IAP2	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Li X (2002)	11907583	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316420	329	7186	106826	113038	-	-	BIRC2	TRAF2	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	MGC:45012|TRAP|TRAP3	Biochemical Activity	physical	Li X (2002)	11907583	9606	9606	Low Throughput	-	Ubiquitination	-	-	-	BIOGRID
316425	329	7186	106826	113038	-	-	BIRC2	TRAF2	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Li X (2002)	11907583	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
316988	10293	7186	115581	113038	-	-	TRAIP	TRAF2	RNF206|TRIP	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Lee SY (1997)	9104814	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
317295	7186	7334	113038	113182	-	-	TRAF2	UBE2N	MGC:45012|TRAP|TRAP3	HEL-S-71|UBC13|UBCHBEN; UBC13|UbcH-ben|UbcH13	Phenotypic Suppression	genetic	Deng L (2000)	11057907	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
317304	7186	7334	113038	113182	-	-	TRAF2	UBE2N	MGC:45012|TRAP|TRAP3	HEL-S-71|UBC13|UBCHBEN; UBC13|UbcH-ben|UbcH13	Reconstituted Complex	physical	Deng L (2000)	11057907	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
317305	7186	7335	113038	113183	-	P/OKcl.19	TRAF2	UBE2V1	MGC:45012|TRAP|TRAP3	CIR1|CROC-1|CROC1|UBE2V|UEV-1|UEV1|UEV1A	Reconstituted Complex	physical	Deng L (2000)	11057907	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
317324	23118	7186	116740	113038	RP1-111D6.3	-	TAB2	TRAF2	CHTD2|MAP3K7IP2|TAB-2	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Takaesu G (2000)	10882101	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
320199	7186	1147	113038	107569	-	-	TRAF2	CHUK	MGC:45012|TRAP|TRAP3	IKBKA|IKK-alpha|IKK1|IKKA|NFKBIKA|TCF16	Affinity Capture-Western	physical	Li S (2009)	19150425	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
320200	7186	3551	113038	109767	-	-	TRAF2	IKBKB	MGC:45012|TRAP|TRAP3	IKK-beta|IKK2|IKKB|IMD15|NFKBIKB	Affinity Capture-Western	physical	Li S (2009)	19150425	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
320201	3551	7186	109767	113038	-	-	IKBKB	TRAF2	IKK-beta|IKK2|IKKB|IMD15|NFKBIKB	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Li S (2009)	19150425	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
320202	7186	23118	113038	116740	-	RP1-111D6.3	TRAF2	TAB2	MGC:45012|TRAP|TRAP3	CHTD2|MAP3K7IP2|TAB-2	Affinity Capture-Western	physical	Li S (2009)	19150425	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
321805	7186	3316	113038	109548	-	-	TRAF2	HSPB2	MGC:45012|TRAP|TRAP3	HSP27|Hs.78846|LOH11CR1K|MKBP	Affinity Capture-Western	physical	Wu Y (2009)	18950704	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
327683	64750	7186	122265	113038	-	-	SMURF2	TRAF2	-	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Carpentier I (2008)	18671942	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
327684	7133	7186	112987	113038	-	-	TNFRSF1B	TRAF2	CD120b|TBPII|TNF-R-II|TNF-R75|TNFBR|TNFR1B|TNFR2|TNFR80|p75|p75TNFR	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Carpentier I (2008)	18671942	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
435574	10987	7186	116183	113038	-	-	COPS5	TRAF2	CSN5|JAB1|MOV-34|SGN5	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Wang J (2006)	16936264	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
435575	7186	10987	113038	116183	-	-	TRAF2	COPS5	MGC:45012|TRAP|TRAP3	CSN5|JAB1|MOV-34|SGN5	Affinity Capture-Western	physical	Wang J (2006)	16936264	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
446576	7186	2932	113038	109187	-	-	TRAF2	GSK3B	MGC:45012|TRAP|TRAP3	-	Affinity Capture-MS	physical	Behrends C (2010)	20562859	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
446577	7186	329	113038	106826	-	-	TRAF2	BIRC2	MGC:45012|TRAP|TRAP3	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	Affinity Capture-MS	physical	Behrends C (2010)	20562859	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
446578	7186	10010	113038	115328	-	-	TRAF2	TANK	MGC:45012|TRAP|TRAP3	I-TRAF|ITRAF|TRAF2	Affinity Capture-MS	physical	Behrends C (2010)	20562859	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
446579	7186	330	113038	106827	-	-	TRAF2	BIRC3	MGC:45012|TRAP|TRAP3	AIP1|API2|CIAP2|HAIP1|HIAP1|MALT2|MIHC|RNF49|c-IAP2	Affinity Capture-MS	physical	Behrends C (2010)	20562859	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
446580	7186	29110	113038	118878	-	-	TRAF2	TBK1	MGC:45012|TRAP|TRAP3	NAK|T2K	Affinity Capture-MS	physical	Behrends C (2010)	20562859	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
446581	7186	56616	113038	121157	-	hCG_1782202	TRAF2	DIABLO	MGC:45012|TRAP|TRAP3	DFNA64|SMAC	Affinity Capture-MS	physical	Behrends C (2010)	20562859	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
446582	7186	27429	113038	118165	-	-	TRAF2	HTRA2	MGC:45012|TRAP|TRAP3	OMI|PARK13|PRSS25	Affinity Capture-MS	physical	Behrends C (2010)	20562859	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
446583	7186	2802	113038	109064	-	-	TRAF2	GOLGA3	MGC:45012|TRAP|TRAP3	GCP170|MEA-2	Affinity Capture-MS	physical	Behrends C (2010)	20562859	9606	9606	High Throughput	-	-	-	Exogenous expression of bait	-	BIOGRID
463089	329	7186	106826	113038	-	-	BIRC2	TRAF2	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Samuel T (2006)	16282325	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
463091	330	7186	106827	113038	-	-	BIRC3	TRAF2	AIP1|API2|CIAP2|HAIP1|HIAP1|MALT2|MIHC|RNF49|c-IAP2	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Samuel T (2006)	16282325	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
463092	329	7186	106826	113038	-	-	BIRC2	TRAF2	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Samuel T (2006)	16282325	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
463096	7186	329	113038	106826	-	-	TRAF2	BIRC2	MGC:45012|TRAP|TRAP3	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	Affinity Capture-Western	physical	Samuel T (2006)	16282325	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
463355	329	7186	106826	113038	-	-	BIRC2	TRAF2	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Silke J (2005)	16263936	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
463406	57478	7186	121548	113038	RP11-20G6.3	-	USP31	TRAF2	-	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Tzimas C (2006)	16214042	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
468302	329	7186	106826	113038	-	-	BIRC2	TRAF2	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Wu CJ (2005)	15861135	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
479863	10892	7186	116098	113038	-	-	MALT1	TRAF2	IMD12|MLT|MLT1	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Sun L (2004)	15125833	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
486683	23118	7186	116740	113038	RP1-111D6.3	-	TAB2	TRAF2	CHTD2|MAP3K7IP2|TAB-2	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Ishitani T (2003)	14633987	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
486687	6885	7186	112748	113038	RP1-154G14.1	-	MAP3K7	TRAF2	MEKK7|TAK1|TGF1a	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Ishitani T (2003)	14633987	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
503866	7186	1540	113038	107920	-	HSPC057	TRAF2	CYLD	MGC:45012|TRAP|TRAP3	BRSS|CDMT|CYLD1|CYLDI|EAC|MFT|MFT1|SBS|TEM|USPL2	Two-hybrid	physical	Kovalenko A (2003)	12917691	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
503868	1540	7186	107920	113038	HSPC057	-	CYLD	TRAF2	BRSS|CDMT|CYLD1|CYLDI|EAC|MFT|MFT1|SBS|TEM|USPL2	MGC:45012|TRAP|TRAP3	Two-hybrid	physical	Kovalenko A (2003)	12917691	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
503870	1540	7186	107920	113038	HSPC057	-	CYLD	TRAF2	BRSS|CDMT|CYLD1|CYLDI|EAC|MFT|MFT1|SBS|TEM|USPL2	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Kovalenko A (2003)	12917691	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
503872	1540	7186	107920	113038	HSPC057	-	CYLD	TRAF2	BRSS|CDMT|CYLD1|CYLDI|EAC|MFT|MFT1|SBS|TEM|USPL2	MGC:45012|TRAP|TRAP3	Biochemical Activity	physical	Kovalenko A (2003)	12917691	9606	9606	Low Throughput	-	Deubiquitination	-	-	-	BIOGRID
503904	7186	8517	113038	114089	-	-	TRAF2	IKBKG	MGC:45012|TRAP|TRAP3	AMCBX1|FIP-3|FIP3|Fip3p|IKK-gamma|IMD33|IP|IP1|IP2|IPD2|NEMO|ZC2HC9	Affinity Capture-Western	physical	Tang ED (2003)	12867425	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
504881	7186	7186	113038	113038	-	-	TRAF2	TRAF2	MGC:45012|TRAP|TRAP3	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Shi CS (2003)	12591926	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
504882	7186	2646	113038	108916	-	-	TRAF2	GCKR	MGC:45012|TRAP|TRAP3	FGQTL5|GKRP	Reconstituted Complex	physical	Shi CS (2003)	12591926	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
505680	7124	7186	112979	113038	DADB-70P7.1	-	TNF	TRAF2	DIF|TNF-alpha|TNFA|TNFSF2	MGC:45012|TRAP|TRAP3	Affinity Capture-MS	physical	Kuai J (2004)	15485837	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
505687	7124	7186	112979	113038	DADB-70P7.1	-	TNF	TRAF2	DIF|TNF-alpha|TNFA|TNFSF2	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Kuai J (2004)	15485837	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
505790	3551	7186	109767	113038	-	-	IKBKB	TRAF2	IKK-beta|IKK2|IKKB|IMD15|NFKBIKB	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Li HY (2008)	18362886	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
511376	7186	57154	113038	121411	-	-	TRAF2	SMURF1	MGC:45012|TRAP|TRAP3	-	Phenotypic Suppression	genetic	Li S (2010)	19937093	9606	9606	Low Throughput	-	-	abnormal protein level:partial rescue	overexpression of Smurf1 inhibits the induction of NFKappaB signalling seen upon expression of Traf2, TRAF5 or TRAF6 in vivo	-	BIOGRID
546911	8737	7186	114274	113038	-	-	RIPK1	TRAF2	RIP|RIP1	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Knox PG (2011)	21282461	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
546912	958	7186	107396	113038	-	-	CD40	TRAF2	Bp50|CDW40|TNFRSF5|p50	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Knox PG (2011)	21282461	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
546914	841	7186	107291	113038	-	-	CASP8	TRAF2	ALPS2B|CAP4|Casp-8|FLICE|MACH|MCH5	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Knox PG (2011)	21282461	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
557102	7124	7186	112979	113038	DADB-70P7.1	-	TNF	TRAF2	DIF|TNF-alpha|TNFA|TNFSF2	MGC:45012|TRAP|TRAP3	Affinity Capture-MS	physical	Haas TL (2009)	20005846	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
558538	7124	7186	112979	113038	DADB-70P7.1	-	TNF	TRAF2	DIF|TNF-alpha|TNFA|TNFSF2	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Ea CK (2006)	16603398	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
558540	7186	8737	113038	114274	-	-	TRAF2	RIPK1	MGC:45012|TRAP|TRAP3	RIP|RIP1	Affinity Capture-Western	physical	Ea CK (2006)	16603398	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
558586	10293	7186	115581	113038	-	-	TRAIP	TRAF2	RNF206|TRIP	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Besse A (2007)	17544371	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
558777	7186	7186	113038	113038	-	-	TRAF2	TRAF2	MGC:45012|TRAP|TRAP3	MGC:45012|TRAP|TRAP3	Co-crystal Structure	physical	Yin Q (2009)	19810754	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
558918	7186	5071	113038	111105	-	KB-152G3.1	TRAF2	PARK2	MGC:45012|TRAP|TRAP3	AR-JP|LPRS2|PDJ|PRKN	Affinity Capture-Western	physical	Henn IH (2007)	17314283	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
558920	5071	7186	111105	113038	KB-152G3.1	-	PARK2	TRAF2	AR-JP|LPRS2|PDJ|PRKN	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Henn IH (2007)	17314283	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
559247	7186	54469	113038	119975	-	HT032	TRAF2	ZFAND6	MGC:45012|TRAP|TRAP3	AWP1|ZA20D3|ZFAND5B	Two-hybrid	physical	Chang EJ (2011)	21810480	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
559248	54469	7186	119975	113038	HT032	-	ZFAND6	TRAF2	AWP1|ZA20D3|ZFAND5B	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Chang EJ (2011)	21810480	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
559249	54469	7186	119975	113038	HT032	-	ZFAND6	TRAF2	AWP1|ZA20D3|ZFAND5B	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Chang EJ (2011)	21810480	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
559250	7186	8737	113038	114274	-	-	TRAF2	RIPK1	MGC:45012|TRAP|TRAP3	RIP|RIP1	Affinity Capture-Western	physical	Chang EJ (2011)	21810480	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
559781	7186	329	113038	106826	-	-	TRAF2	BIRC2	MGC:45012|TRAP|TRAP3	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	Affinity Capture-Western	physical	Vince JE (2009)	19815541	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
559782	7186	8737	113038	114274	-	-	TRAF2	RIPK1	MGC:45012|TRAP|TRAP3	RIP|RIP1	Affinity Capture-Western	physical	Vince JE (2009)	19815541	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
559783	7186	8717	113038	114257	-	-	TRAF2	TRADD	MGC:45012|TRAP|TRAP3	Hs.89862	Affinity Capture-Western	physical	Vince JE (2009)	19815541	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
559784	7186	330	113038	106827	-	-	TRAF2	BIRC3	MGC:45012|TRAP|TRAP3	AIP1|API2|CIAP2|HAIP1|HIAP1|MALT2|MIHC|RNF49|c-IAP2	Affinity Capture-Western	physical	Vince JE (2009)	19815541	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
559785	7186	331	113038	106828	-	RP1-315G1.5	TRAF2	XIAP	MGC:45012|TRAP|TRAP3	API3|BIRC4|IAP-3|ILP1|MIHA|XLP2|hIAP-3|hIAP3	Affinity Capture-Western	physical	Vince JE (2009)	19815541	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
559788	7132	7186	112986	113038	-	-	TNFRSF1A	TRAF2	CD120a|FPF|MS5|TBP1|TNF-R|TNF-R-I|TNF-R55|TNFAR|TNFR1|TNFR1-d2|TNFR55|TNFR60|p55|p55-R|p60	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Vince JE (2009)	19815541	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
561347	7186	7186	113038	113038	-	-	TRAF2	TRAF2	MGC:45012|TRAP|TRAP3	MGC:45012|TRAP|TRAP3	Biochemical Activity	physical	Alvarez SE (2010)	20577214	9606	9606	Low Throughput	-	Ubiquitination	-	in the presence of E1, Ubc13, and S1P in vitro|traf2 auto-ubiquitinates in vitro	-	BIOGRID
561348	7186	8737	113038	114274	-	-	TRAF2	RIPK1	MGC:45012|TRAP|TRAP3	RIP|RIP1	Biochemical Activity	physical	Alvarez SE (2010)	20577214	9606	9606	Low Throughput	-	Ubiquitination	-	in the presence of E1, Ubc13, and S1P in vitro	-	BIOGRID
569069	7186	4296	113038	110442	-	-	TRAF2	MAP3K11	MGC:45012|TRAP|TRAP3	MEKK11|MLK-3|MLK3|PTK1|SPRK	Affinity Capture-Western	physical	Korchnak AC (2009)	19586614	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
569933	6314	7186	112221	113038	-	-	ATXN7	TRAF2	ADCAII|OPCA3|SCA7	MGC:45012|TRAP|TRAP3	Two-hybrid	physical	Kahle JJ (2011)	21078624	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
573830	329	7186	106826	113038	-	-	BIRC2	TRAF2	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Csomos RA (2009)	19506082	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
589628	148022	7186	127114	113038	-	-	TICAM1	TRAF2	IIAE6|MyD88-3|PRVTIRB|TICAM-1|TRIF	MGC:45012|TRAP|TRAP3	Two-hybrid	physical	Sasai M (2010)	20047764	9606	9606	High Throughput	-	-	-	-	-	BIOGRID
589630	7186	148022	113038	127114	-	-	TRAF2	TICAM1	MGC:45012|TRAP|TRAP3	IIAE6|MyD88-3|PRVTIRB|TICAM-1|TRIF	Affinity Capture-Western	physical	Sasai M (2010)	20047764	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
589633	7186	148022	113038	127114	-	-	TRAF2	TICAM1	MGC:45012|TRAP|TRAP3	IIAE6|MyD88-3|PRVTIRB|TICAM-1|TRIF	Biochemical Activity	physical	Sasai M (2010)	20047764	9606	9606	Low Throughput	-	Ubiquitination	-	E2: MMS2 OR UBC13	-	BIOGRID
592462	7186	20218	113038	203068	-	RP23-151A15.11-002	TRAF2	Khdrbs1	MGC:45012|TRAP|TRAP3	Sam68|p62|p68	Affinity Capture-Western	physical	Ramakrishnan P (2011)	21620750	9606	10090	Low Throughput	-	-	-	source of TRAF2 not clear	-	BIOGRID
592545	7186	7375	113038	113221	-	-	TRAF2	USP4	MGC:45012|TRAP|TRAP3	UNP|Unph	Affinity Capture-Western	physical	Xiao N (2011)	22029577	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
592554	7375	7186	113221	113038	-	-	USP4	TRAF2	UNP|Unph	MGC:45012|TRAP|TRAP3	Biochemical Activity	physical	Xiao N (2011)	22029577	9606	9606	Low Throughput	-	Deubiquitination	-	-	-	BIOGRID
594094	57506	7186	121570	113038	-	-	MAVS	TRAF2	CARDIF|IPS-1|IPS1|VISA	MGC:45012|TRAP|TRAP3	Affinity Capture-MS	physical	Li S (2011)	21903422	9606	9606	High Throughput	-	-	-	exogenous expression of bait|some interactions identified in this screen were stimulated by the addition of poly(rI:rC), poly(dA:dT), LPS, and/or CpG	-	BIOGRID
594182	8767	7186	114300	113038	WUGSC:H_RG437L15.1	-	RIPK2	TRAF2	CARD3|CARDIAK|CCK|GIG30|RICK|RIP2	MGC:45012|TRAP|TRAP3	Affinity Capture-MS	physical	Li S (2011)	21903422	9606	9606	High Throughput	-	-	-	exogenous expression of bait|some interactions identified in this screen were stimulated by the addition of poly(rI:rC), poly(dA:dT), LPS, and/or CpG	-	BIOGRID
594248	10010	7186	115328	113038	-	-	TANK	TRAF2	I-TRAF|ITRAF|TRAF2	MGC:45012|TRAP|TRAP3	Affinity Capture-MS	physical	Li S (2011)	21903422	9606	9606	High Throughput	-	-	-	exogenous expression of bait|some interactions identified in this screen were stimulated by the addition of poly(rI:rC), poly(dA:dT), LPS, and/or CpG	-	BIOGRID
594257	29110	7186	118878	113038	-	-	TBK1	TRAF2	NAK|T2K	MGC:45012|TRAP|TRAP3	Affinity Capture-MS	physical	Li S (2011)	21903422	9606	9606	High Throughput	-	-	-	exogenous expression of bait|some interactions identified in this screen were stimulated by the addition of poly(rI:rC), poly(dA:dT), LPS, and/or CpG	-	BIOGRID
594304	7185	7186	113037	113038	-	-	TRAF1	TRAF2	EBI6|MGC:10353	MGC:45012|TRAP|TRAP3	Affinity Capture-MS	physical	Li S (2011)	21903422	9606	9606	High Throughput	-	-	-	exogenous expression of bait|some interactions identified in this screen were stimulated by the addition of poly(rI:rC), poly(dA:dT), LPS, and/or CpG	-	BIOGRID
594305	7186	329	113038	106826	-	-	TRAF2	BIRC2	MGC:45012|TRAP|TRAP3	API1|HIAP2|Hiap-2|MIHB|RNF48|c-IAP1|cIAP1	Affinity Capture-MS	physical	Li S (2011)	21903422	9606	9606	High Throughput	-	-	-	exogenous expression of bait|some interactions identified in this screen were stimulated by the addition of poly(rI:rC), poly(dA:dT), LPS, and/or CpG	-	BIOGRID
594306	7186	56616	113038	121157	-	hCG_1782202	TRAF2	DIABLO	MGC:45012|TRAP|TRAP3	DFNA64|SMAC	Affinity Capture-MS	physical	Li S (2011)	21903422	9606	9606	High Throughput	-	-	-	exogenous expression of bait|some interactions identified in this screen were stimulated by the addition of poly(rI:rC), poly(dA:dT), LPS, and/or CpG	-	BIOGRID
594307	7186	10010	113038	115328	-	-	TRAF2	TANK	MGC:45012|TRAP|TRAP3	I-TRAF|ITRAF|TRAF2	Affinity Capture-MS	physical	Li S (2011)	21903422	9606	9606	High Throughput	-	-	-	exogenous expression of bait|some interactions identified in this screen were stimulated by the addition of poly(rI:rC), poly(dA:dT), LPS, and/or CpG	-	BIOGRID
594308	7186	29110	113038	118878	-	-	TRAF2	TBK1	MGC:45012|TRAP|TRAP3	NAK|T2K	Affinity Capture-MS	physical	Li S (2011)	21903422	9606	9606	High Throughput	-	-	-	exogenous expression of bait|some interactions identified in this screen were stimulated by the addition of poly(rI:rC), poly(dA:dT), LPS, and/or CpG	-	BIOGRID
594309	7186	7185	113038	113037	-	-	TRAF2	TRAF1	MGC:45012|TRAP|TRAP3	EBI6|MGC:10353	Affinity Capture-MS	physical	Li S (2011)	21903422	9606	9606	High Throughput	-	-	-	exogenous expression of bait|some interactions identified in this screen were stimulated by the addition of poly(rI:rC), poly(dA:dT), LPS, and/or CpG	-	BIOGRID
594310	7186	7187	113038	113039	-	-	TRAF2	TRAF3	MGC:45012|TRAP|TRAP3	CAP-1|CAP1|CD40bp|CRAF1|IIAE5|LAP1	Affinity Capture-MS	physical	Li S (2011)	21903422	9606	9606	High Throughput	-	-	-	exogenous expression of bait|some interactions identified in this screen were stimulated by the addition of poly(rI:rC), poly(dA:dT), LPS, and/or CpG	-	BIOGRID
594314	7188	7186	113040	113038	RP11-318L16.2	-	TRAF5	TRAF2	MGC:39780|RNF84	MGC:45012|TRAP|TRAP3	Affinity Capture-MS	physical	Li S (2011)	21903422	9606	9606	High Throughput	-	-	-	exogenous expression of bait|some interactions identified in this screen were stimulated by the addition of poly(rI:rC), poly(dA:dT), LPS, and/or CpG	-	BIOGRID
594316	7189	7186	113041	113038	-	-	TRAF6	TRAF2	MGC:3310|RNF85	MGC:45012|TRAP|TRAP3	Affinity Capture-MS	physical	Li S (2011)	21903422	9606	9606	High Throughput	-	-	-	exogenous expression of bait|some interactions identified in this screen were stimulated by the addition of poly(rI:rC), poly(dA:dT), LPS, and/or CpG	-	BIOGRID
594596	7188	7186	113040	113038	RP11-318L16.2	-	TRAF5	TRAF2	MGC:39780|RNF84	MGC:45012|TRAP|TRAP3	Reconstituted Complex	physical	Li S (2011)	21903422	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
605113	9099	7186	114553	113038	-	-	USP2	TRAF2	UBP41|USP9	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Mahul-Mellier AL (2011)	22179575	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
605117	7132	7186	112986	113038	-	-	TNFRSF1A	TRAF2	CD120a|FPF|MS5|TBP1|TNF-R|TNF-R-I|TNF-R55|TNFAR|TNFR1|TNFR1-d2|TNFR55|TNFR60|p55|p55-R|p60	MGC:45012|TRAP|TRAP3	Affinity Capture-Western	physical	Mahul-Mellier AL (2011)	22179575	9606	9606	Low Throughput	-	-	-	-	-	BIOGRID
